_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,which_sound_was_more_realistic,orig__golden,jobname,morepc_gold,morepc_gold_reason,rownum,s0_coordinates,s0_hash,s0_iteration,s0_mix,s0_name,s0_simplegrainlength,s0_simplemaxdist,s1_coordinates,s1_hash,s1_iteration,s1_mix,s1_name,s1_simplegrainlength,s1_simplemaxdist
277567825,5/7/2013 01:50:04,false,927506777,,5/7/2013 01:49:38,false,getpaidto,1.0,14507518,USA,FL,Port Richey,68.200.93.250,same,"",tune-simple-study-1-rank-iterations,"","",10,0.00_0.00_1.00,d5d28b0cf5edb6a2313f40e48cee0daf,01,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-15.mp3,1.00_2.00,15,0.00_0.00_1.00,efbf1a3f1b2d0abd794438ea171ba9e1,00,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-15.mp3,1.00_2.00,15
277567826,5/7/2013 01:40:49,false,927498206,,5/7/2013 01:40:08,false,prodege,0.9091,13229514,CAN,ON,Scarborough,173.32.219.41,s0,"",tune-simple-study-1-rank-iterations,"","",11,0.00_0.00_1.00,304ccffb76309f712e4e1f4f57d6ed26,02,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-15.mp3,1.00_2.00,15,0.00_0.00_1.00,efbf1a3f1b2d0abd794438ea171ba9e1,00,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-15.mp3,1.00_2.00,15
277567827,5/7/2013 01:41:53,false,927499355,,5/7/2013 01:40:09,false,prodege,0.8462,16738260,USA,NJ,Hoboken,67.85.153.76,s1,"",tune-simple-study-1-rank-iterations,"","",12,0.00_0.00_1.00,85de18c878867977e8208e63c2fd1df5,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-15.mp3,1.00_2.00,15,0.00_0.00_1.00,efbf1a3f1b2d0abd794438ea171ba9e1,00,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-15.mp3,1.00_2.00,15
277567828,5/7/2013 01:27:50,false,927486043,,5/7/2013 01:26:40,false,prodege,0.8462,7969034,USA,CA,Culver City,72.37.171.84,same,"",tune-simple-study-1-rank-iterations,"","",13,0.00_0.00_1.00,e85d4cf246c0e2c776d85b22ed74bc0b,04,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-04-simple.maxdist-15.mp3,1.00_2.00,15,0.00_0.00_1.00,efbf1a3f1b2d0abd794438ea171ba9e1,00,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-15.mp3,1.00_2.00,15
277567829,5/7/2013 01:41:20,false,927498686,,5/7/2013 01:40:50,false,prodege,0.9091,13229514,CAN,ON,Scarborough,173.32.219.41,s1,"",tune-simple-study-1-rank-iterations,"","",14,0.00_0.00_1.00,d5d28b0cf5edb6a2313f40e48cee0daf,01,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-15.mp3,1.00_2.00,15,0.00_0.00_1.00,304ccffb76309f712e4e1f4f57d6ed26,02,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-15.mp3,1.00_2.00,15
277567830,5/7/2013 01:29:53,false,927488020,,5/7/2013 01:27:47,false,prodege,1.0,6642648,USA,NY,Shirley,69.114.55.50,null,"",tune-simple-study-1-rank-iterations,"","",15,0.00_0.00_1.00,85de18c878867977e8208e63c2fd1df5,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-15.mp3,1.00_2.00,15,0.00_0.00_1.00,d5d28b0cf5edb6a2313f40e48cee0daf,01,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-15.mp3,1.00_2.00,15
277567831,5/7/2013 01:52:11,false,927508622,,5/7/2013 01:50:09,false,prodege,0.8333,16513451,USA,SC,Lexington,71.76.18.150,s1,"",tune-simple-study-1-rank-iterations,"","",16,0.00_0.00_1.00,d5d28b0cf5edb6a2313f40e48cee0daf,01,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-15.mp3,1.00_2.00,15,0.00_0.00_1.00,e85d4cf246c0e2c776d85b22ed74bc0b,04,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-04-simple.maxdist-15.mp3,1.00_2.00,15
277567832,5/7/2013 01:35:40,false,927493724,,5/7/2013 01:34:19,false,prodege,1.0,10845465,CAN,AB,Edmonton,50.93.114.136,same,"",tune-simple-study-1-rank-iterations,"","",17,0.00_0.00_1.00,304ccffb76309f712e4e1f4f57d6ed26,02,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-15.mp3,1.00_2.00,15,0.00_0.00_1.00,85de18c878867977e8208e63c2fd1df5,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-15.mp3,1.00_2.00,15
277567833,5/7/2013 01:47:43,false,927504843,,5/7/2013 01:46:00,false,amt,1.0,389245,USA,FL,Ormond Beach,184.42.31.208,s1,"",tune-simple-study-1-rank-iterations,"","",18,0.00_0.00_1.00,304ccffb76309f712e4e1f4f57d6ed26,02,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-15.mp3,1.00_2.00,15,0.00_0.00_1.00,e85d4cf246c0e2c776d85b22ed74bc0b,04,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-04-simple.maxdist-15.mp3,1.00_2.00,15
277567834,5/7/2013 01:46:56,false,927504282,,5/7/2013 01:45:53,false,golddiggergpt,1.0,15041845,USA,FL,Sebring,68.56.188.42,same,"",tune-simple-study-1-rank-iterations,"","",19,0.00_0.00_1.00,85de18c878867977e8208e63c2fd1df5,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-15.mp3,1.00_2.00,15,0.00_0.00_1.00,e85d4cf246c0e2c776d85b22ed74bc0b,04,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-04-simple.maxdist-15.mp3,1.00_2.00,15
277567835,5/7/2013 01:44:06,false,927501569,,5/7/2013 01:43:09,false,prodege,0.8462,7969034,USA,CA,Culver City,72.37.171.84,s0,"",tune-simple-study-1-rank-iterations,"","",20,0.00_0.00_1.00,dbbad57da10f5d284c09ad71e1333007,01,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-15.mp3,2.00_4.00,15,0.00_0.00_1.00,dcc77dda3190ec5b017cfba8da560351,00,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-00-simple.maxdist-15.mp3,2.00_4.00,15
277567836,5/7/2013 01:37:20,false,927495367,,5/7/2013 01:35:41,false,prodege,1.0,10845465,CAN,AB,Edmonton,50.93.114.136,s1,"",tune-simple-study-1-rank-iterations,"","",21,0.00_0.00_1.00,85f3d8113c0a118015e1e56d05345660,02,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-15.mp3,2.00_4.00,15,0.00_0.00_1.00,dcc77dda3190ec5b017cfba8da560351,00,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-00-simple.maxdist-15.mp3,2.00_4.00,15
277567837,5/7/2013 01:45:00,false,927502343,,5/7/2013 01:44:42,false,prodege,0.9565,16169863,CAN,ON,Toronto,174.118.50.193,same,"",tune-simple-study-1-rank-iterations,"","",22,0.00_0.00_1.00,dcc77dda3190ec5b017cfba8da560351,00,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-00-simple.maxdist-15.mp3,2.00_4.00,15,0.00_0.00_1.00,cec23ca015f334fc958a3f0b8cd97ee0,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-15.mp3,2.00_4.00,15
277567838,5/7/2013 01:41:33,false,927498971,,5/7/2013 01:37:43,false,prodege,1.0,12372640,USA,AL,Guin,75.121.63.109,same,"",tune-simple-study-1-rank-iterations,"","",23,0.00_0.00_1.00,dcc77dda3190ec5b017cfba8da560351,00,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-00-simple.maxdist-15.mp3,2.00_4.00,15,0.00_0.00_1.00,3a33deb83ebb059cfe83ef63d06a3665,04,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-15.mp3,2.00_4.00,15
277567839,5/7/2013 02:04:20,false,927517519,,5/7/2013 02:02:36,false,bitcoinget,0.9375,18007536,USA,TN,White Bluff,98.193.252.87,null,"",tune-simple-study-1-rank-iterations,"","",24,0.00_0.00_1.00,dbbad57da10f5d284c09ad71e1333007,01,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-15.mp3,2.00_4.00,15,0.00_0.00_1.00,85f3d8113c0a118015e1e56d05345660,02,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-15.mp3,2.00_4.00,15
277567840,5/7/2013 01:49:59,false,927506734,,5/7/2013 01:46:55,false,prodege,1.0,17965629,CAN,ON,Mississauga,70.26.99.205,same,"",tune-simple-study-1-rank-iterations,"","",25,0.00_0.00_1.00,dbbad57da10f5d284c09ad71e1333007,01,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-15.mp3,2.00_4.00,15,0.00_0.00_1.00,cec23ca015f334fc958a3f0b8cd97ee0,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-15.mp3,2.00_4.00,15
277567841,5/7/2013 01:31:15,false,927489280,,5/7/2013 01:29:02,false,prodege,0.8462,7969034,USA,CA,Culver City,72.37.171.84,s1,"",tune-simple-study-1-rank-iterations,"","",26,0.00_0.00_1.00,dbbad57da10f5d284c09ad71e1333007,01,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-01-simple.maxdist-15.mp3,2.00_4.00,15,0.00_0.00_1.00,3a33deb83ebb059cfe83ef63d06a3665,04,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-15.mp3,2.00_4.00,15
277567842,5/7/2013 01:37:09,false,927495161,,5/7/2013 01:34:26,false,bitcoinget,0.9375,18007536,USA,TN,White Bluff,98.193.252.87,null,"",tune-simple-study-1-rank-iterations,"","",27,0.00_0.00_1.00,85f3d8113c0a118015e1e56d05345660,02,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-15.mp3,2.00_4.00,15,0.00_0.00_1.00,cec23ca015f334fc958a3f0b8cd97ee0,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-15.mp3,2.00_4.00,15
277567843,5/7/2013 01:52:46,false,927509103,,5/7/2013 01:50:06,false,prodege,0.8571,14390582,CAN,AB,Calgary,184.64.129.136,s0,"",tune-simple-study-1-rank-iterations,"","",28,0.00_0.00_1.00,85f3d8113c0a118015e1e56d05345660,02,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-02-simple.maxdist-15.mp3,2.00_4.00,15,0.00_0.00_1.00,3a33deb83ebb059cfe83ef63d06a3665,04,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-15.mp3,2.00_4.00,15
277567844,5/7/2013 01:34:25,false,927492676,,5/7/2013 01:30:11,false,bitcoinget,0.9375,18007536,USA,TN,White Bluff,98.193.252.87,s0,"",tune-simple-study-1-rank-iterations,"","",29,0.00_0.00_1.00,3a33deb83ebb059cfe83ef63d06a3665,04,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-04-simple.maxdist-15.mp3,2.00_4.00,15,0.00_0.00_1.00,cec23ca015f334fc958a3f0b8cd97ee0,03,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-2.00_4.00-iteration-03-simple.maxdist-15.mp3,2.00_4.00,15
277567845,5/7/2013 01:46:50,false,927504182,,5/7/2013 01:46:04,false,getpaidto,1.0,14507518,USA,FL,Port Richey,68.200.93.250,same,"",tune-simple-study-1-rank-iterations,"","",30,0.00_1.00_0.00,0219932f948a3247ed485c45549ebd82,01,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3,0.50_1.00,15,0.00_1.00_0.00,94626593710777c2afd5f55082d3d52a,00,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,0.50_1.00,15
277567846,5/7/2013 01:50:16,false,927506956,,5/7/2013 01:48:25,false,bitcoinget,0.9375,18007536,USA,TN,White Bluff,98.193.252.87,s0,"",tune-simple-study-1-rank-iterations,"","",31,0.00_1.00_0.00,2f73c8c7c4c4e344ae5e60d597b840ae,02,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-15.mp3,0.50_1.00,15,0.00_1.00_0.00,94626593710777c2afd5f55082d3d52a,00,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,0.50_1.00,15
277567847,5/7/2013 01:32:30,false,927490615,,5/7/2013 01:29:46,false,prodege,1.0,17965629,CAN,ON,Mississauga,70.26.99.205,s0,"",tune-simple-study-1-rank-iterations,"","",32,0.00_1.00_0.00,c789ad10a61c7777d81b9535d9272063,03,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-15.mp3,0.50_1.00,15,0.00_1.00_0.00,94626593710777c2afd5f55082d3d52a,00,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,0.50_1.00,15
277567848,5/7/2013 01:48:56,false,927505913,,5/7/2013 01:47:16,false,prodege,0.875,14022831,CAN,ON,Scarborough,99.244.202.89,same,"",tune-simple-study-1-rank-iterations,"","",33,0.00_1.00_0.00,94626593710777c2afd5f55082d3d52a,00,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,0.50_1.00,15,0.00_1.00_0.00,a462b56546f6b7bcf175b1639392b155,04,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-15.mp3,0.50_1.00,15
277567849,5/7/2013 01:34:17,false,927492540,,5/7/2013 01:32:56,false,prodege,1.0,10845465,CAN,AB,Edmonton,50.93.114.136,s0,"",tune-simple-study-1-rank-iterations,"","",34,0.00_1.00_0.00,2f73c8c7c4c4e344ae5e60d597b840ae,02,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-15.mp3,0.50_1.00,15,0.00_1.00_0.00,0219932f948a3247ed485c45549ebd82,01,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3,0.50_1.00,15
277567850,5/7/2013 01:28:59,false,927487075,,5/7/2013 01:27:43,false,amt,0.7778,11782047,USA,MD,Montgomery Village,69.143.193.149,same,"",tune-simple-study-1-rank-iterations,"","",35,0.00_1.00_0.00,0219932f948a3247ed485c45549ebd82,01,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3,0.50_1.00,15,0.00_1.00_0.00,c789ad10a61c7777d81b9535d9272063,03,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-15.mp3,0.50_1.00,15
277567851,5/7/2013 01:40:17,false,927497838,,5/7/2013 01:37:07,false,bitcoinget,0.9375,18007536,USA,TN,White Bluff,98.193.252.87,s1,"",tune-simple-study-1-rank-iterations,"","",36,0.00_1.00_0.00,0219932f948a3247ed485c45549ebd82,01,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3,0.50_1.00,15,0.00_1.00_0.00,a462b56546f6b7bcf175b1639392b155,04,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-15.mp3,0.50_1.00,15
277567852,5/7/2013 01:39:37,false,927497380,,5/7/2013 01:38:59,false,prodege,0.9091,13229514,CAN,ON,Scarborough,173.32.219.41,s0,"",tune-simple-study-1-rank-iterations,"","",37,0.00_1.00_0.00,c789ad10a61c7777d81b9535d9272063,03,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-15.mp3,0.50_1.00,15,0.00_1.00_0.00,2f73c8c7c4c4e344ae5e60d597b840ae,02,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-15.mp3,0.50_1.00,15
277567853,5/7/2013 01:41:46,false,927499165,,5/7/2013 01:36:36,false,prodege,1.0,6642648,USA,NY,Shirley,69.114.55.50,null,"",tune-simple-study-1-rank-iterations,"","",38,0.00_1.00_0.00,2f73c8c7c4c4e344ae5e60d597b840ae,02,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-15.mp3,0.50_1.00,15,0.00_1.00_0.00,a462b56546f6b7bcf175b1639392b155,04,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-15.mp3,0.50_1.00,15
277567854,5/7/2013 01:27:22,false,927485599,,5/7/2013 01:26:45,false,amt,0.7778,11782047,USA,MD,Montgomery Village,69.143.193.149,same,"",tune-simple-study-1-rank-iterations,"","",39,0.00_1.00_0.00,a462b56546f6b7bcf175b1639392b155,04,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-15.mp3,0.50_1.00,15,0.00_1.00_0.00,c789ad10a61c7777d81b9535d9272063,03,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-15.mp3,0.50_1.00,15
277567855,5/7/2013 01:46:45,false,927504073,,5/7/2013 01:45:28,false,bitcoinget,0.9375,18007536,USA,TN,White Bluff,98.193.252.87,s0,"",tune-simple-study-1-rank-iterations,"","",40,0.00_1.00_0.00,6e097b936e78ba3685d0222dd6e0791a,00,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-15.mp3,1.00_2.00,15,0.00_1.00_0.00,aa3561b8d793ae549af18ae4021fe8de,01,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-15.mp3,1.00_2.00,15
277567856,5/7/2013 01:49:30,false,927506368,,5/7/2013 01:47:55,false,instagc,1.0,16636058,USA,CA,Elk Grove,50.126.133.135,s0,"",tune-simple-study-1-rank-iterations,"","",41,0.00_1.00_0.00,6e097b936e78ba3685d0222dd6e0791a,00,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-15.mp3,1.00_2.00,15,0.00_1.00_0.00,73682dd4c1d77ce6270c9472d82f5531,02,simple,mp3/mix-simple-coordinates-0.00_1.00_0.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-15.mp3,1.00_2.00,15
