_id,_pct_missed,_judgments,_gold_case,_difficulty,_hidden,_contention,_pct_contested,_which_sound_was_more_realistic,morepc_gold,morepc_gold_reason,rownum,s0_simplegrainlength,s0_coordinates,s1_simplemaxdist,s0_name,s0_simplemaxdist,s0_mix,s1_name,s1_simplegrainlength,s1_hash,s1_iteration,s1_mix,s0_hash,s1_coordinates,s0_iteration,_golden,jobname
279849511,0.00,2,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,900,0.50_1.00,0.00_0.00_1.00,None,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,15,simple,mp3/mix-tones-iteration-01.mp3,None,0881e99d24a3cb576f8e194c4314ea77,01,tones,9e8baaeacd7c51d3021c701b0c97d4d9,None,00,True,tune-simple-study-1-rank-iterations
279849512,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,901,0.50_1.00,0.00_0.00_1.00,15,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,15,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-15.mp3,0.50_1.00,9e8baaeacd7c51d3021c701b0c97d4d9,00,simple,9e8baaeacd7c51d3021c701b0c97d4d9,0.00_0.00_1.00,00,True,tune-simple-study-1-rank-iterations
279849513,0.57,7,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,902,None,None,30,mp3/mix-tones-iteration-03.mp3,None,tones,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-30.mp3,0.50_1.00,341851ad6767ec28f4bd0849f2c15137,00,simple,d6586c064366081bc03656b73da40eb4,0.00_0.00_1.00,03,True,tune-simple-study-1-rank-iterations
279849514,0.33,3,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,903,0.50_1.00,0.00_0.00_1.00,30,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-30.mp3,30,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-30.mp3,0.50_1.00,341851ad6767ec28f4bd0849f2c15137,00,simple,341851ad6767ec28f4bd0849f2c15137,0.00_0.00_1.00,00,True,tune-simple-study-1-rank-iterations
279849515,0.20,5,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,904,0.50_1.00,0.00_0.00_1.00,None,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-5.mp3,5,simple,mp3/mix-tones-iteration-04.mp3,None,dcddb696d2dbff2d47c4ab016491afef,04,tones,2679c2f5014ff5de376c12cdc203b02d,None,00,True,tune-simple-study-1-rank-iterations
279849517,0.00,5,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,905,0.50_1.00,0.00_0.00_1.00,5,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-5.mp3,5,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-00-simple.maxdist-5.mp3,0.50_1.00,2679c2f5014ff5de376c12cdc203b02d,00,simple,2679c2f5014ff5de376c12cdc203b02d,0.00_0.00_1.00,00,True,tune-simple-study-1-rank-iterations
279849518,0.00,0,,0,false,"",0,"",s1,Sound 1 is obviously a series of synthesized tones.,906,None,None,15,mp3/mix-tones-iteration-04.mp3,None,tones,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3,0.50_1.00,0f5e559ff50799b683b3069d7dbdf23b,01,simple,dcddb696d2dbff2d47c4ab016491afef,0.00_0.00_1.00,04,True,tune-simple-study-1-rank-iterations
279849519,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,907,0.50_1.00,0.00_0.00_1.00,15,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3,15,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-15.mp3,0.50_1.00,0f5e559ff50799b683b3069d7dbdf23b,01,simple,0f5e559ff50799b683b3069d7dbdf23b,0.00_0.00_1.00,01,True,tune-simple-study-1-rank-iterations
279849520,0.00,3,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,908,0.50_1.00,0.00_0.00_1.00,None,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-30.mp3,30,simple,mp3/mix-tones-iteration-00.mp3,None,0b1f9635282b5445671290fe7205e2ac,00,tones,be382adde821a8a24bb5b4e83e3e99bc,None,01,True,tune-simple-study-1-rank-iterations
279849521,0.00,2,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,909,0.50_1.00,0.00_0.00_1.00,30,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-30.mp3,30,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-30.mp3,0.50_1.00,be382adde821a8a24bb5b4e83e3e99bc,01,simple,be382adde821a8a24bb5b4e83e3e99bc,0.00_0.00_1.00,01,True,tune-simple-study-1-rank-iterations
279849522,0.50,4,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,910,None,None,5,mp3/mix-tones-iteration-04.mp3,None,tones,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-5.mp3,0.50_1.00,3b0768d5e03f12da12ce2c43bf1d7686,01,simple,dcddb696d2dbff2d47c4ab016491afef,0.00_0.00_1.00,04,True,tune-simple-study-1-rank-iterations
279849523,0.00,3,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,911,0.50_1.00,0.00_0.00_1.00,5,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-5.mp3,5,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-01-simple.maxdist-5.mp3,0.50_1.00,3b0768d5e03f12da12ce2c43bf1d7686,01,simple,3b0768d5e03f12da12ce2c43bf1d7686,0.00_0.00_1.00,01,True,tune-simple-study-1-rank-iterations
279849524,0.00,1,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,912,0.50_1.00,0.00_0.00_1.00,None,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-15.mp3,15,simple,mp3/mix-tones-iteration-01.mp3,None,0881e99d24a3cb576f8e194c4314ea77,01,tones,4065161816f3f7e6dd29042c08483d0b,None,02,True,tune-simple-study-1-rank-iterations
279849525,0.00,2,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,913,0.50_1.00,0.00_0.00_1.00,15,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-15.mp3,15,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-15.mp3,0.50_1.00,4065161816f3f7e6dd29042c08483d0b,02,simple,4065161816f3f7e6dd29042c08483d0b,0.00_0.00_1.00,02,True,tune-simple-study-1-rank-iterations
279849526,0.00,2,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,914,None,None,30,mp3/mix-tones-iteration-00.mp3,None,tones,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-30.mp3,0.50_1.00,b6fee4276f5c5f8e43c706f9000b8f32,02,simple,0b1f9635282b5445671290fe7205e2ac,0.00_0.00_1.00,00,True,tune-simple-study-1-rank-iterations
279849527,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,915,0.50_1.00,0.00_0.00_1.00,30,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-30.mp3,30,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-30.mp3,0.50_1.00,b6fee4276f5c5f8e43c706f9000b8f32,02,simple,b6fee4276f5c5f8e43c706f9000b8f32,0.00_0.00_1.00,02,True,tune-simple-study-1-rank-iterations
279849528,0.00,2,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,916,0.50_1.00,0.00_0.00_1.00,None,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-5.mp3,5,simple,mp3/mix-tones-iteration-04.mp3,None,dcddb696d2dbff2d47c4ab016491afef,04,tones,d58844176c86b4f1dc84c78c35494389,None,02,True,tune-simple-study-1-rank-iterations
279849529,0.00,2,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,917,0.50_1.00,0.00_0.00_1.00,5,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-5.mp3,5,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-02-simple.maxdist-5.mp3,0.50_1.00,d58844176c86b4f1dc84c78c35494389,02,simple,d58844176c86b4f1dc84c78c35494389,0.00_0.00_1.00,02,True,tune-simple-study-1-rank-iterations
279849530,0.00,2,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,918,0.50_1.00,0.00_0.00_1.00,None,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-15.mp3,15,simple,mp3/mix-tones-iteration-02.mp3,None,a12a927747db44ef0122d0ecc867ad67,02,tones,bf5528943917fd12d5732b33bcae57dc,None,03,True,tune-simple-study-1-rank-iterations
279849531,0.00,4,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,919,0.50_1.00,0.00_0.00_1.00,15,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-15.mp3,15,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-15.mp3,0.50_1.00,bf5528943917fd12d5732b33bcae57dc,03,simple,bf5528943917fd12d5732b33bcae57dc,0.00_0.00_1.00,03,True,tune-simple-study-1-rank-iterations
279849532,0.00,0,,0,false,"",0,"",s1,Sound 1 is obviously a series of synthesized tones.,920,None,None,30,mp3/mix-tones-iteration-00.mp3,None,tones,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-30.mp3,0.50_1.00,e511237a89235dead47051afedcf2b06,03,simple,0b1f9635282b5445671290fe7205e2ac,0.00_0.00_1.00,00,True,tune-simple-study-1-rank-iterations
279849533,0.00,3,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,921,0.50_1.00,0.00_0.00_1.00,30,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-30.mp3,30,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-30.mp3,0.50_1.00,e511237a89235dead47051afedcf2b06,03,simple,e511237a89235dead47051afedcf2b06,0.00_0.00_1.00,03,True,tune-simple-study-1-rank-iterations
279849534,0.50,2,,0,false,"",0.5,"same
s1
null
s0",s1,Sound 1 is obviously a series of synthesized tones.,922,None,None,5,mp3/mix-tones-iteration-03.mp3,None,tones,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-5.mp3,0.50_1.00,eb32e89cc3ebdcd652f0df08bbc2f8e9,03,simple,d6586c064366081bc03656b73da40eb4,0.00_0.00_1.00,03,True,tune-simple-study-1-rank-iterations
279849535,0.33,3,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,923,0.50_1.00,0.00_0.00_1.00,5,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-5.mp3,5,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-03-simple.maxdist-5.mp3,0.50_1.00,eb32e89cc3ebdcd652f0df08bbc2f8e9,03,simple,eb32e89cc3ebdcd652f0df08bbc2f8e9,0.00_0.00_1.00,03,True,tune-simple-study-1-rank-iterations
279849536,0.25,4,,0,false,"",0.0,"s0
s1
null
same",s0,Sound 2 is obviously a series of synthesized tones.,924,0.50_1.00,0.00_0.00_1.00,None,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-15.mp3,15,simple,mp3/mix-tones-iteration-04.mp3,None,dcddb696d2dbff2d47c4ab016491afef,04,tones,ef7bcc9362c41758b98ca29543ee9599,None,04,True,tune-simple-study-1-rank-iterations
279849537,0.33,3,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,925,0.50_1.00,0.00_0.00_1.00,15,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-15.mp3,15,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-15.mp3,0.50_1.00,ef7bcc9362c41758b98ca29543ee9599,04,simple,ef7bcc9362c41758b98ca29543ee9599,0.00_0.00_1.00,04,True,tune-simple-study-1-rank-iterations
279849539,0.00,3,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,926,0.50_1.00,0.00_0.00_1.00,None,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-30.mp3,30,simple,mp3/mix-tones-iteration-01.mp3,None,0881e99d24a3cb576f8e194c4314ea77,01,tones,b89d3e428a28e1b2d58e2eff0a313be6,None,04,True,tune-simple-study-1-rank-iterations
279849540,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,927,0.50_1.00,0.00_0.00_1.00,30,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-30.mp3,30,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-30.mp3,0.50_1.00,b89d3e428a28e1b2d58e2eff0a313be6,04,simple,b89d3e428a28e1b2d58e2eff0a313be6,0.00_0.00_1.00,04,True,tune-simple-study-1-rank-iterations
279849541,0.33,3,,0,false,"",0.0,"s0
s1
null
same",s0,Sound 2 is obviously a series of synthesized tones.,928,0.50_1.00,0.00_0.00_1.00,None,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-5.mp3,5,simple,mp3/mix-tones-iteration-01.mp3,None,0881e99d24a3cb576f8e194c4314ea77,01,tones,1b31c6d31ec8a87e029807d16397747f,None,04,True,tune-simple-study-1-rank-iterations
279849542,0.00,2,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,929,0.50_1.00,0.00_0.00_1.00,5,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-5.mp3,5,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-0.50_1.00-iteration-04-simple.maxdist-5.mp3,0.50_1.00,1b31c6d31ec8a87e029807d16397747f,04,simple,1b31c6d31ec8a87e029807d16397747f,0.00_0.00_1.00,04,True,tune-simple-study-1-rank-iterations
279849543,0.00,3,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,930,1.00_2.00,0.00_0.00_1.00,None,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-15.mp3,15,simple,mp3/mix-tones-iteration-03.mp3,None,d6586c064366081bc03656b73da40eb4,03,tones,efbf1a3f1b2d0abd794438ea171ba9e1,None,00,True,tune-simple-study-1-rank-iterations
279849544,0.50,2,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,931,1.00_2.00,0.00_0.00_1.00,15,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-15.mp3,15,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-15.mp3,1.00_2.00,efbf1a3f1b2d0abd794438ea171ba9e1,00,simple,efbf1a3f1b2d0abd794438ea171ba9e1,0.00_0.00_1.00,00,True,tune-simple-study-1-rank-iterations
279849545,0.00,1,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,932,1.00_2.00,0.00_0.00_1.00,None,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-30.mp3,30,simple,mp3/mix-tones-iteration-03.mp3,None,d6586c064366081bc03656b73da40eb4,03,tones,e99fdfe26ba272a0e174e5f4630f4953,None,00,True,tune-simple-study-1-rank-iterations
279849546,0.00,4,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,933,1.00_2.00,0.00_0.00_1.00,30,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-30.mp3,30,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-30.mp3,1.00_2.00,e99fdfe26ba272a0e174e5f4630f4953,00,simple,e99fdfe26ba272a0e174e5f4630f4953,0.00_0.00_1.00,00,True,tune-simple-study-1-rank-iterations
279849547,0.00,3,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,934,1.00_2.00,0.00_0.00_1.00,None,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-5.mp3,5,simple,mp3/mix-tones-iteration-02.mp3,None,a12a927747db44ef0122d0ecc867ad67,02,tones,8701be4083da3188397468f52b05636c,None,00,True,tune-simple-study-1-rank-iterations
279849548,0.38,8,,0,false,"",0.0,"same
s1
null
s0","same
null",Sounds are the same.,935,1.00_2.00,0.00_0.00_1.00,5,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-5.mp3,5,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-00-simple.maxdist-5.mp3,1.00_2.00,8701be4083da3188397468f52b05636c,00,simple,8701be4083da3188397468f52b05636c,0.00_0.00_1.00,00,True,tune-simple-study-1-rank-iterations
279849549,0.00,1,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,936,1.00_2.00,0.00_0.00_1.00,None,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-15.mp3,15,simple,mp3/mix-tones-iteration-01.mp3,None,0881e99d24a3cb576f8e194c4314ea77,01,tones,d5d28b0cf5edb6a2313f40e48cee0daf,None,01,True,tune-simple-study-1-rank-iterations
279849550,0.00,2,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,937,1.00_2.00,0.00_0.00_1.00,15,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-15.mp3,15,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-15.mp3,1.00_2.00,d5d28b0cf5edb6a2313f40e48cee0daf,01,simple,d5d28b0cf5edb6a2313f40e48cee0daf,0.00_0.00_1.00,01,True,tune-simple-study-1-rank-iterations
279849551,0.00,1,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,938,1.00_2.00,0.00_0.00_1.00,None,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-30.mp3,30,simple,mp3/mix-tones-iteration-00.mp3,None,0b1f9635282b5445671290fe7205e2ac,00,tones,57290028f0a99dcdda9e39efd4d1bc88,None,01,True,tune-simple-study-1-rank-iterations
279849552,0.33,3,,0,false,"",0.3333,"same
s0
null
s1","same
null",Sounds are the same.,939,1.00_2.00,0.00_0.00_1.00,30,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-30.mp3,30,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-30.mp3,1.00_2.00,57290028f0a99dcdda9e39efd4d1bc88,01,simple,57290028f0a99dcdda9e39efd4d1bc88,0.00_0.00_1.00,01,True,tune-simple-study-1-rank-iterations
279849553,0.00,0,,0,false,"",0,"",s1,Sound 1 is obviously a series of synthesized tones.,940,None,None,5,mp3/mix-tones-iteration-02.mp3,None,tones,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-5.mp3,1.00_2.00,6e0b8aca7e1a8f0f9829430fb04127a6,01,simple,a12a927747db44ef0122d0ecc867ad67,0.00_0.00_1.00,02,True,tune-simple-study-1-rank-iterations
279849554,0.25,4,,0,false,"",0.0,"same
s1
null
s0","same
null",Sounds are the same.,941,1.00_2.00,0.00_0.00_1.00,5,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-5.mp3,5,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-01-simple.maxdist-5.mp3,1.00_2.00,6e0b8aca7e1a8f0f9829430fb04127a6,01,simple,6e0b8aca7e1a8f0f9829430fb04127a6,0.00_0.00_1.00,01,True,tune-simple-study-1-rank-iterations
279849555,0.67,3,,0,false,"",0.0,"s0
s1
null
same",s1,Sound 1 is obviously a series of synthesized tones.,942,None,None,15,mp3/mix-tones-iteration-03.mp3,None,tones,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-15.mp3,1.00_2.00,304ccffb76309f712e4e1f4f57d6ed26,02,simple,d6586c064366081bc03656b73da40eb4,0.00_0.00_1.00,03,True,tune-simple-study-1-rank-iterations
279849556,0.00,0,,0,false,"",0,"","same
null",Sounds are the same.,943,1.00_2.00,0.00_0.00_1.00,15,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-15.mp3,15,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-15.mp3,1.00_2.00,304ccffb76309f712e4e1f4f57d6ed26,02,simple,304ccffb76309f712e4e1f4f57d6ed26,0.00_0.00_1.00,02,True,tune-simple-study-1-rank-iterations
279849557,0.00,2,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,944,None,None,30,mp3/mix-tones-iteration-03.mp3,None,tones,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-30.mp3,1.00_2.00,4329897862b78b85faa4439c7659c423,02,simple,d6586c064366081bc03656b73da40eb4,0.00_0.00_1.00,03,True,tune-simple-study-1-rank-iterations
279849558,0.00,3,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,945,1.00_2.00,0.00_0.00_1.00,30,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-30.mp3,30,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-30.mp3,1.00_2.00,4329897862b78b85faa4439c7659c423,02,simple,4329897862b78b85faa4439c7659c423,0.00_0.00_1.00,02,True,tune-simple-study-1-rank-iterations
279849559,0.00,1,,0,false,"",0.0,"s0
same
null
s1",s0,Sound 2 is obviously a series of synthesized tones.,946,1.00_2.00,0.00_0.00_1.00,None,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-5.mp3,5,simple,mp3/mix-tones-iteration-04.mp3,None,dcddb696d2dbff2d47c4ab016491afef,04,tones,ebb685ed6cdbdfcfb5e60ab14917f5f6,None,02,True,tune-simple-study-1-rank-iterations
279849560,0.67,3,,0,false,"",0.0,"s1
same
null
s0","same
null",Sounds are the same.,947,1.00_2.00,0.00_0.00_1.00,5,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-5.mp3,5,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-02-simple.maxdist-5.mp3,1.00_2.00,ebb685ed6cdbdfcfb5e60ab14917f5f6,02,simple,ebb685ed6cdbdfcfb5e60ab14917f5f6,0.00_0.00_1.00,02,True,tune-simple-study-1-rank-iterations
279849561,0.00,5,,0,false,"",0.0,"s1
s0
null
same",s1,Sound 1 is obviously a series of synthesized tones.,948,None,None,15,mp3/mix-tones-iteration-03.mp3,None,tones,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-15.mp3,1.00_2.00,85de18c878867977e8208e63c2fd1df5,03,simple,d6586c064366081bc03656b73da40eb4,0.00_0.00_1.00,03,True,tune-simple-study-1-rank-iterations
279849562,0.00,1,,0,false,"",0.0,"same
s0
null
s1","same
null",Sounds are the same.,949,1.00_2.00,0.00_0.00_1.00,15,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-15.mp3,15,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-15.mp3,1.00_2.00,85de18c878867977e8208e63c2fd1df5,03,simple,85de18c878867977e8208e63c2fd1df5,0.00_0.00_1.00,03,True,tune-simple-study-1-rank-iterations
279849563,0.00,0,,0,false,"",0,"",s1,Sound 1 is obviously a series of synthesized tones.,950,None,None,30,mp3/mix-tones-iteration-00.mp3,None,tones,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-30.mp3,1.00_2.00,52d04de2e3d78ca343186e9a6aaa4152,03,simple,0b1f9635282b5445671290fe7205e2ac,0.00_0.00_1.00,00,True,tune-simple-study-1-rank-iterations
279849564,0.14,7,,0,false,"",0.0,"same
s1
null
s0","same
null",Sounds are the same.,951,1.00_2.00,0.00_0.00_1.00,30,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-30.mp3,30,simple,mp3/mix-simple-coordinates-0.00_0.00_1.00-simple.grainlength-1.00_2.00-iteration-03-simple.maxdist-30.mp3,1.00_2.00,52d04de2e3d78ca343186e9a6aaa4152,03,simple,52d04de2e3d78ca343186e9a6aaa4152,0.00_0.00_1.00,03,True,tune-simple-study-1-rank-iterations
