worker_id,external_id,judgments_count,missed_count,golds_count,agreement,forgiven_count,feedback_count,frontload_count,frontload_missed,channel,country,region,city,last_ip,flagged_at,rejected_at,approved_at,bonus,flag_reason,trust_overall,submission_rate
9995690,5572943,10,1,5,,0,0,0,0,prodege,CAN,BC,Nanaimo,64.180.196.206,,,,0,,0.8,300
10445685,5660027,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
10541200,5726481,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
11002655,5515CBF288F12A0EDD6A67EA287D2489,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
11006541,6A3F016D03114645044935D48A84480F,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
11007275,0EA2EB2EA9BF624F0DD4E15F98F7C799,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
11009834,AB598143CC5A75100DD4E15F98F7C799,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
11102360,6137CB304980996D41A29D4352C72707,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
11343326,5904152,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
11396789,8FF22BB3EFAFF2412BFA95FAD8D0CB36,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
11438331,8A1939B9364D7D4124750D543524A854,10,0,5,,0,0,0,0,neodev,GBR,I4,Raynes Park,94.169.129.73,,,,0,,1.0,300
11686630,16C8EAA8BE91901124750D543524A854,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
11782047,ALVNMQMD3Q3ZE,0,0,0,,0,0,0,0,amt,,,,,,,,0,,1.0,0
11915296,3827771,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
12030501,3EA412457B1637880DD4E15F98F7C799,5,4,4,,0,0,0,0,neodev,GBR,Q3,Wolverhampton,89.255.130.110,,,,0,,0.0,0
12446801,A1C7Y5DGC2Q7AG,30,0,9,,0,0,0,0,amt,USA,OH,Dayton,108.253.65.11,,,,0,,1.0,300
12602163,667712,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
12717143,6155270,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
12918534,6200853,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
12919755,117930,0,0,0,,0,0,0,0,vivatic,,,,,,,,0,,1.0,0
12953384,navymarinemom,0,0,0,,0,0,0,0,instagc,,,,,,,,0,,1.0,0
12963595,GoldenFlake,0,0,0,,0,0,0,0,instagc,,,,,,,,0,,1.0,0
13038918,jennygunnoe,25,0,8,,0,0,0,0,instagc,USA,WV,Eleanor,50.121.129.58,,,,0,,1.0,300
13143040,dmltal,0,0,0,,0,0,0,0,instagc,,,,,,,,0,,1.0,0
13146285,6247446,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
13260343,6300354,25,1,8,,0,0,0,0,prodege,USA,TX,Laredo,65.116.31.66,,,,0,,0.875,300
13278665,6307267,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
13300986,6304857,10,0,5,,0,0,0,0,prodege,CAN,AB,Edmonton,68.150.36.20,,,,0,,1.0,300
13306352,6302771,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
13389770,5216195,35,1,10,,0,0,0,0,prodege,CAN,AB,Calgary,96.53.23.66,,,,0,,0.9,300
13581319,jjbsmom,0,0,0,,0,0,0,0,instagc,,,,,,,,0,,1.0,0
13703091,schlipfy5,0,0,0,,0,0,0,0,instagc,,,,,,,,0,,1.0,0
13853619,9A3EB7CB71605668BD9CE4BD64DFB8C1,15,2,6,,0,0,0,0,neodev,CAN,ON,Windsor,64.229.66.118,,,,0,,0.6667,300
13928463,A347XXV5JH19PB,70,3,17,,0,0,0,0,amt,USA,FL,Tampa,72.187.9.203,,,,0,,0.8235,300
14022831,6508661,7,0,5,,0,0,0,0,prodege,CAN,ON,Scarborough,99.244.202.89,,,,0,,1.0,300
14053802,6462894,10,0,5,,0,0,0,0,prodege,GBR,G5,Tunbridge Wells,92.239.45.85,,,,0,,1.0,300
14160836,6547414,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
14263872,6579715,10,0,5,,0,0,0,0,prodege,GBR,K3,Peterborough,94.195.12.56,,,,0,,1.0,300
14321477,brianbarry411,5,2,4,,0,0,0,0,instagc,USA,NY,Dunkirk,74.77.170.175,,,,0,,0.5,0
14364072,xangafriends,15,3,6,,0,0,0,0,instagc,USA,FL,Kissimmee,142.197.187.212,,,,0,,0.5,300
14457884,6606056,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
14561530,6671053,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
14663573,fester79,5,0,4,,0,0,0,0,instagc,USA,WA,Vancouver,71.193.156.185,,,,0,,1.0,300
14798241,maryharrelsonvance,0,0,0,,0,0,0,0,instagc,,,,,,,,0,,1.0,0
14993120,kathy79,5,0,4,,0,0,0,0,instagc,USA,MI,Chesaning,174.124.254.56,,,,0,,1.0,0
15038947,2213,0,0,0,,0,0,0,0,golddiggergpt,,,,,,,,0,,1.0,0
15066219,iiimugglesiii,20,2,7,,0,0,0,0,instagc,USA,MA,Fall River,50.136.66.163,,,,0,,0.7143,300
15158134,2217,10,0,5,,0,0,0,0,gptking,USA,MI,Decker,208.99.234.116,,,,0,,1.0,300
15208052,6840456,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
15258119,lightispro,5,0,4,,0,0,0,0,instagc,USA,AL,Hamilton,199.101.64.213,,,,0,,1.0,0
15260426,bcsub,0,0,0,,0,0,0,0,prizezombie,,,,,,,,0,,1.0,0
15290493,INSTAME1,0,0,0,,0,0,0,0,instagc,,,,,,,,0,,1.0,0
15311439,sivasiv,5,0,4,,0,0,0,0,instagc,CAN,ON,Toronto,70.29.38.223,,,,0,,1.0,300
15319322,nemiz9,5,0,4,,0,0,0,0,instagc,USA,PA,Pittsburgh,96.236.184.84,,,,0,,1.0,300
15335265,6872724,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
15366051,157C8BD8A9762BAA93CA06397A287A80,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
15448937,kitkatzncoffee,0,0,0,,0,0,0,0,instagc,,,,,,,,0,,1.0,0
15489047,82DC07287E86D444044935D48A84480F,77,2,25,,0,0,0,0,neodev,GBR,H9,London,77.99.178.255,,,,0,,0.92,225
15591464,52A3672E0ED78666BD9CE4BD64DFB8C1,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
15622194,nickmuz,0,0,0,,0,0,0,0,instagc,,,,,,,,0,,1.0,0
15681698,1325,0,0,0,,0,0,0,0,plusdollars,,,,,,,,0,,1.0,0
15820413,3B00C0FBE30EDCE40DD4E15F98F7C799,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
15830568,7012004,20,0,7,,0,0,0,0,prodege,GBR,N1,Kingswinford,94.171.114.251,,,,0,,1.0,300
15870516,7022976,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
15895742,A333V1QBRX888,0,0,0,,0,0,0,0,amt,,,,,,,,0,,1.0,0
15901129,7032588,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
15904260,7033805,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
15981987,7053502,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
16301289,dimple91,65,2,16,,0,0,0,0,instagc,USA,CA,San Diego,108.197.32.200,,,,0,,0.875,300
16325341,Mommabear2013,0,0,0,,0,0,0,0,instagc,,,,,,,,0,,1.0,0
16397479,1F37217F455AE01824750D543524A854,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
16422877,C3894BCB3B38359EBD9CE4BD64DFB8C1,30,1,9,,0,0,0,0,neodev,GBR,P3,Warwick,86.155.80.0,,,,0,,0.8889,257
16451178,849119,0,0,0,,0,0,0,0,pokerowned,,,,,,,,0,,1.0,0
16465818,jackz99,5,0,4,,0,0,0,0,instagc,USA,FL,Auburndale,72.186.193.50,,,,0,,1.0,300
16513451,7202676,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
16545647,casper2693,10,0,5,,0,0,0,0,instagc,USA,FL,Sanford,207.30.133.54,,,,0,,1.0,300
16623891,7230556,60,0,15,,0,0,0,0,prodege,CAN,ON,Timmins,69.60.234.38,,,,0,,1.0,330
16645758,80621F7C6F951EAC044935D48A84480F,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
16681091,7254526,20,1,7,,0,0,0,0,prodege,USA,CA,Oakland,75.61.72.225,,,,0,,0.8571,300
16714356,4Angels2,0,0,0,,0,0,0,0,instagc,,,,,,,,0,,1.0,0
16721108,dipkiss,0,0,0,,0,0,0,0,buxense,,,,,,,,0,,1.0,0
16735946,AC8E7EC77BFAA49A0722EBD04C86E00A,10,0,5,,0,0,0,0,callmemoney,USA,IL,Chicago,64.120.19.248,,,,0,,1.0,300
16782735,54548F0B5AC720CF2BFA95FAD8D0CB36,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
16826339,2611106,15,0,6,,0,0,0,0,fusioncash,USA,NY,Kew Gardens,76.15.229.122,,,,0,,1.0,300
16908896,clrsparklers,0,0,0,,0,0,0,0,instagc,,,,,,,,0,,1.0,0
16919984,7344725,10,0,5,,0,0,0,0,prodege,GBR,X4,Caerphilly,92.9.131.86,,,,0,,1.0,300
16963784,1988725,5,0,4,,0,0,0,0,prodege,USA,NY,Delmar,108.4.151.4,,,,0,,1.0,0
17007769,A01BC628772584AE2BFA95FAD8D0CB36,12,1,6,,0,0,0,0,neodev,USA,WI,De Pere,65.25.203.207,,,,0,,0.8333,240
17009588,7378282,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
17037727,3BBBB40CAB78A3DA24750D543524A854,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
17107063,74FF5C3FCCC8A57A6964A2442E880D82,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
17156454,7416077,40,0,11,,0,0,0,0,prodege,GBR,N7,Godalming,86.145.150.154,,,,0,,1.0,300
17206557,4116,15,0,6,,0,0,0,0,plusdollars,GBR,I2,Manchester,86.25.241.79,,,,0,,1.0,300
17206872,F5266A6B22897B8A24750D543524A854,170,5,38,,0,0,0,0,neodev,GBR,"","",91.216.105.41,,,,0,,0.8684,510
17227488,2815,10,3,5,,0,0,0,0,gptking,USA,LA,Monroe,98.67.230.192,,,,0,,0.4,0
17229924,433A691E8CDD2CCA41A29D4352C72707,15,1,6,,0,0,0,0,neodev,USA,FL,Naples,76.101.4.223,,,,0,,0.8333,300
17242881,2343,15,2,6,,0,0,0,0,gptking,USA,IA,Sioux City,65.131.167.32,,,,0,,0.6667,300
17263386,A2GX7BJUGEUE9V,5,0,4,,0,0,0,0,amt,USA,PA,Wyoming,71.161.242.111,,,,0,,1.0,300
17293246,A3UX6ETXQOCG65,0,0,0,,0,0,0,0,amt,,,,,,,,0,,1.0,0
17306510,97D9914B3192EBD093CA06397A287A80,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
17382867,2537116F3473E96C0DD4E15F98F7C799,5,3,4,,0,0,0,0,neodev,USA,IL,Chicago,149.154.158.124,,,,0,,0.25,300
17395530,swapna111,0,0,0,,0,0,0,0,instagc,,,,,,,,0,,1.0,0
17416758,crunchberries,0,0,0,,0,0,0,0,instagc,,,,,,,,0,,1.0,0
17450096,Jenn75,0,0,0,,0,0,0,0,instagc,,,,,,,,0,,1.0,0
17474890,7542967,5,1,4,,0,0,0,0,prodege,CAN,QC,Richelieu,174.93.147.79,,,,0,,0.75,0
17493728,9B5E7A831EEE4662DD6A67EA287D2489,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
17513828,7550090,25,0,8,,0,0,0,0,prodege,GBR,D9,Greenford,2.216.81.11,,,,0,,1.0,300
17533440,3B13E08CB6A1932C044935D48A84480F,10,1,5,,0,0,0,0,neodev,GBR,N5,Ipswich,86.141.56.44,,,,0,,0.8,300
17533961,Janelle205,30,0,9,,0,0,0,0,instagc,USA,OH,Louisville,184.56.203.173,,,,0,,1.0,300
17543403,2e9e5052b30028e270de938c4fc1262b8f31a963,0,0,0,,0,0,0,0,coinworker,,,,,,,,0,,1.0,0
17548194,20908,0,0,0,,0,0,0,0,gifthunterclub,,,,,,,,0,,1.0,0
17554939,25041,0,0,0,,0,0,0,0,bitcoinget,,,,,,,,0,,1.0,0
17586070,7586877,55,2,14,,0,0,0,0,prodege,CAN,"","",184.69.193.254,,,,0,,0.8571,300
17609598,7597650,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
17621752,7602704,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
17680792,7332620,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
17692587,6F2351DE1664262E0DD4E15F98F7C799,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
17705043,7636516,85,0,20,,0,0,0,0,prodege,CAN,AB,Stony Plain,173.210.240.178,,,,0,,1.0,369
17706807,7640421,33,0,10,,0,0,0,0,prodege,USA,IA,Dubuque,173.18.211.206,,,,0,,1.0,300
17722585,D54996E4914DCCE06964A2442E880D82,65,1,16,,0,0,0,0,neodev,GBR,"","",81.132.29.190,,,,0,,0.9375,300
17725602,harleysangel24,55,3,14,,0,0,0,0,instagc,USA,MO,Greentop,199.127.53.6,,,,0,,0.7857,300
17730758,2A6B0831B3D2B5A12BFA95FAD8D0CB36,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
17732395,7656533,5,0,4,,0,0,0,0,prodege,USA,PA,Lykens,174.59.124.232,,,,0,,1.0,0
17740188,3F9AA118B57680880DD4E15F98F7C799,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
17767958,AB95BC9E96059910BD9CE4BD64DFB8C1,15,1,6,,0,0,0,0,neodev,USA,CA,Redwood City,148.87.19.198,,,,0,,0.8333,300
17771804,7680657,37,0,11,,0,0,0,0,prodege,GBR,"","",87.113.167.120,,,,0,,1.0,317
17804742,F8461D21D0D27E1E24750D543524A854,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
17824289,A11CHHU27CL7UE,0,0,0,,0,0,0,0,amt,,,,,,,,0,,1.0,0
17830804,7705678,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
17855266,7718895,15,1,6,,0,0,0,0,prodege,USA,NY,Jamestown,98.21.139.4,,,,0,,0.8333,300
17864278,218539,35,1,10,,0,0,0,0,vivatic,GBR,A7,Birmingham,92.19.59.108,,,,0,,0.9,300
17868108,0CAB489DC86A65BC6964A2442E880D82,55,2,14,,0,0,0,0,neodev,CAN,ON,Woodbridge,174.112.145.193,,,,0,,0.8571,300
17886535,A283UHWJGPZ9Z9,50,0,13,,0,0,0,0,amt,USA,CA,Atascadero,71.93.42.30,,,,0,,1.0,300
17895190,F5ADF63C070923852BFA95FAD8D0CB36,45,0,12,,0,0,0,0,neodev,USA,WA,Seattle,205.175.97.99,,,,0,,1.0,300
17908183,srihaan,0,0,0,,0,0,0,0,zoombucks,,,,,,,,0,,1.0,0
17910053,BD021F15A4C4AC43DD6A67EA287D2489,60,2,15,,0,0,0,0,neodev,CAN,QC,Montreal,173.177.235.205,,,,0,,0.8667,300
17912114,7742237,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
17915119,24499,0,0,0,,0,0,0,0,gifthunterclub,,,,,,,,0,,1.0,0
17932518,7746833,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
17932528,25108,5,1,4,,0,0,0,0,gifthunterclub,GBR,"","",46.208.55.36,,,,0,,0.75,300
17940235,jedigirl,5,3,4,,0,0,0,0,fepcrowdflower,GBR,F2,Hayling,2.216.87.93,,,,0,,0.25,300
17987576,1982,0,0,0,,0,0,0,0,epicrewardz,,,,,,,,0,,1.0,0
17991051,DC5823DA3C60748793CA06397A287A80,34,2,10,,0,0,0,0,neodev,GBR,Q1,Birkenhead,81.141.225.74,,,,0,,0.8,340
18002215,465AEDD827FD859D24750D543524A854,20,2,7,,0,0,0,0,neodev,GBR,"","",31.55.82.46,,,,0,,0.7143,300
18024409,A1U3KTAUMV7QKT,0,0,0,,0,0,0,0,amt,,,,,,,,0,,1.0,0
18027657,7789132,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
18029995,7790982,10,0,5,,0,0,0,0,prodege,USA,TX,Spring,99.116.146.214,,,,0,,1.0,300
18036976,0E858E3A9FBDA7B4BD9CE4BD64DFB8C1,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
18062046,27066,0,0,0,,0,0,0,0,gifthunterclub,,,,,,,,0,,1.0,0
18084376,39193,0,0,0,,0,0,0,0,bitcoinget,,,,,,,,0,,1.0,0
18088799,5BE0A9CEFDFA84A9044935D48A84480F,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
18124398,7823629,5,0,4,,0,0,0,0,prodege,GBR,H9,London,176.255.80.232,,,,0,,1.0,300
18147915,FC5104615C3593AC93CA06397A287A80,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
18167891,7820292,15,0,6,,0,0,0,0,prodege,USA,CA,Oakland,50.150.105.26,,,,0,,1.0,300
18169261,A3CBC262D0BB65010DD4E15F98F7C799,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
18172878,EFBFC86954E6BDF2DD6A67EA287D2489,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
18189076,AXDAWRVN3JRGZ,0,0,0,,0,0,0,0,amt,,,,,,,,0,,1.0,0
18190088,saahil98,10,2,5,,0,0,0,0,instagc,USA,CA,San Jose,108.209.220.231,,,,0,,0.6,300
18208698,D271A8FB64A7D377BD9CE4BD64DFB8C1,15,2,6,,0,0,0,0,neodev,USA,WA,Spokane,24.19.158.247,,,,0,,0.6667,300
18209576,50A21E9037B486BD0DD4E15F98F7C799,25,0,8,,0,0,0,0,neodev,USA,TX,Abilene,184.79.7.209,,,,0,,1.0,300
18246080,683D1498EBBD9C296964A2442E880D82,50,0,13,,0,0,0,0,neodev,USA,CA,Milpitas,50.0.25.230,,,,0,,1.0,375
18252666,C0FE475130D94F0741A29D4352C72707,10,1,5,,0,0,0,0,neodev,USA,NC,Kernersville,75.191.133.2,,,,0,,0.8,300
18269489,7846751,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
18271504,7921,12,1,6,,0,0,0,0,plusdollars,CAN,BC,New Westminster,70.71.135.90,,,,0,,0.8333,240
18283658,7870883,5,0,4,,0,0,0,0,prodege,USA,AL,Arab,97.67.245.173,,,,0,,1.0,0
18285612,9C234F51E7523DB224750D543524A854,5,3,4,,0,0,0,0,neodev,GBR,"","",91.204.208.210,,,,0,,0.25,0
18285938,3E71258E02CB797641A29D4352C72707,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
18292098,1DC0936E70084151044935D48A84480F,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
18342959,3FDA8EA33BE9194C0FA9E28369487118,30,0,9,,0,0,0,0,neodev,GBR,K7,Reading,86.133.131.5,,,,0,,1.0,300
18343057,7846521,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
18343117,6987BEF978733B77BD9CE4BD64DFB8C1,30,0,9,,0,0,0,0,neodev,USA,MA,Auburn,71.83.51.50,,,,0,,1.0,300
18344103,51484ECA9B4D7DA393CA06397A287A80,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
18346126,7664298,0,0,0,,0,0,0,0,prodege,,,,,,,,0,,1.0,0
18346982,4BD3C0AB80EE3E93044935D48A84480F,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
18351163,7897372,45,2,12,,0,0,0,0,prodege,USA,CA,Cypress,76.91.226.207,,,,0,,0.8333,300
18364437,7885937,25,2,8,,0,0,0,0,prodege,CAN,AB,Edmonton,108.173.144.82,,,,0,,0.75,300
18364770,7901700,5,0,4,,0,0,0,0,prodege,GBR,H9,London,86.164.55.174,,,,0,,1.0,0
18367740,46508,0,0,0,,0,0,0,0,bitcoinget,,,,,,,,0,,1.0,0
18370482,msun86,0,0,0,,0,0,0,0,instagc,,,,,,,,0,,1.0,0
18377680,C627FF9F7D391C6BDD6A67EA287D2489,10,0,5,,0,0,0,0,neodev,USA,NJ,Waldwick,173.3.71.61,,,,0,,1.0,300
18383001,7907125,5,0,4,,0,0,0,0,prodege,USA,PA,Chester,147.31.182.137,,,,0,,1.0,300
18384153,4C8C5037A7783CBD93CA06397A287A80,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
18385255,95E72712172A8498DD6A67EA287D2489,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
18389911,5D40C06823F5645141A29D4352C72707,0,0,0,,0,0,0,0,neodev,,,,,,,,0,,1.0,0
18391805,2655529,0,0,0,,0,0,0,0,fusioncash,,,,,,,,0,,1.0,0
18396017,39979,5,3,4,,0,0,0,0,extralunchmoney,GBR,I2,Manchester,86.183.90.101,,,,0,,0.25,0
18396434,14731,5,0,4,,0,0,0,0,eup_slw,USA,VA,Virginia Beach,70.160.175.155,,,,0,,1.0,0
